question_text,answer_text
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 24,"23
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
2. Data transmission
a. Once connected, ISPs act as intermediaries between end users and the internet.
b. When you send a request to access a website, download content, or perform 
any online activity, your ISP is responsible for transmitting that request to the 
relevant servers.
c. Similarly, when data (such as web pages, emails, or files) is sent in return for 
your request, the ISP delivers it to you.
3. Services provided by ISPs (some explained in more detail earlier)
a. Internet access: The primary service of ISPs is to connect users to the Internet.
b. Internet transit: Allows network traffic to cross or transit network of computers 
through access points, thereby connecting smaller ISPs to the larger Internet or 
the internet backbone, which allows data to flow globally.
c. Domain name registration: Manage domain names (e.g., www.example.com) 
for websites.
d. Web hosting: Lease out computing capacity or resources to host websites.
e. Colocation: Provide physical space for servers in data centres.
f. Data storage: Allows storage of files and documents on ISPs servers remotely.
g. Offsite backups: Offer capability to backup data on the servers of an ISP for 
system recovery purposes
Note that the list above is not exhaustive. You can read from the internet or other 
sources for more on the services or functions of ISPs. 
4. Historical Context
a. The internet (originally ARPANET) began as a network between government 
research labs and universities.
b. ARPANET is derivative of the name of the agency that pioneered the design 
and construction of the Internet. The agency was called, Advanced Research 
Project Agency (ARPA)
c. In the late 1980s, commercial use of the internet started, and ISPs emerged.
d. Dial-up ISPs were common initially, but cable TV companies and telephone 
carriers later emerged and offered faster broadband connections.
e. In 1989, the first commercial ISP was founded. It was called ‘The World’ , a slow 
dial-up. Since then, the number of commercial ISPs has increased exponentially.
5. Net Neutrality
a. Net neutrality is the principle that ISPs should enable access to all content 
and applications regardless of the source, and without favouring or blocking 
particular products or websites.
b. Municipal broadband (i.e., broadband provided by public entities instead of 
private companies) has been suggested as a solution to net neutrality issues."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 25,"24
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
Figure 3.16: Data transmission
Conclusion
As shown in Figure 3.16 above, ISPs provide the infrastructure and technology outside 
homes and buildings that will enable its customers to access the internet. Within the 
home a modem and router are required for internet access, and an ISP will usually 
supply its customers with this equipment. The ISPs also maintain the infrastructure 
and deal with customer queries and problems. Other functions of the ISPs include 
providing email, web hosting services, and a proxy server. Without ISPs, you would be 
unable to connect to the internet. These companies therefore make it possible for their 
customers to surf the web, shop online, conduct business, do research, and connect 
with family and friends, at a fee. 
Activity 3.8
With the knowledge gained so far regarding what an ISP is, its functions and 
other related aspects, conduct research and develop a business plan for your own 
ISP firm, taking into consideration the following parameters:
a. Services you want to offer
b. Your target customers
c. Type of servers
d. Type of transmission media and connection method
e. Security features
f. Ethical considerations
g. Location
h. Pricing plan
Share your plan with your teacher."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 26,"25
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
LINKING TO THE INTERNET FROM HOME
There are instances where individual may want to establish internet connections 
personally and directly from the comfort of their homes. The figure below (Figure 
3.17) illustrates the steps and digital devices used to access the internet at home.
Figure 3.17: Linking to the internet from home
How you connect your digital device to the internet will vary a little depending on your 
connection type, but the steps are generally similar and straightforward as follows:
1. Wi-Fi connection (quick to set up and flexible positioning)
 Step 1: Ensure your Wi-Fi is turned on. Look for the Wi-Fi icon in your taskbar.
 Step 2: Access your device’s settings (the path varies by operating system).
 Step 3: Find your Wi-Fi network name (Service Set Identifier or SSID) from the 
available list and click on it.
 Step 4: Enter the network password (if requested).
 Step 5: Wait for your computer to connect to the Wi-Fi network.
 Step 6: Open your browser and confirm access by visiting a given web site."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 27,"26
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
Figure 3.18: Wi-Fi Connection (Windows 10, 11)
2. Ethernet connection (good for stability and speed)
 Step 1: Connect the Ethernet cable to a yellow LAN port on your modem.
 Step 2: Connect the other end of the Ethernet cable to an Ethernet port on your 
computer or laptop.
 Step 3: Make sure that the Ethernet light is green and flashing next to the port 
connected to on your modem.
 Step 4: Open up your browser to confirm that you can load a webpage.
Figure 3.19: Ethernet connection
3. Dial-up connection (slow, an older method and less common nowadays)
 Step 1 : Verify hardware requirements (Ensure modem is installed on your 
computer)
 Step 2: Obtain dial-up internet service.
 Step 3: Plug your modem into the phone jack.
 Step 4: Connect the modem to your computer.
 Step 5: Set up the dial-up connection.
 Step 6: Adjust settings if necessary.
 Step 7: Connect to the internet."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 28,"27
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
Figure 3.20: Dial-up connection
Activity 3.9
Your father wants to access the internet at home from a laptop computer or 
desktop PC and has asked you to do it for him.
With a partner role-play a call to your chosen ISP to enquire about their service 
plan, how to set up the new connection, any questions you have around potential 
technical issues and what upgrade options are available.
Activity 3.10
Now that you have set up your internet connection for your parent, you will want 
to conduct a Ping test to establish the speed of the service matches the speed 
indicated by the ISP.
Using your school internet connection, conduct a Ping test to check the speed 
of the connection. You can use the following site or similar: https://www.
bandwidthplace.com/ping-test"
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 29,"28
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
Activity 3.11
Case Study
Transmission Media (network system) is an ISP who hosts (offers services to) 
four international financial institutions (banks). They were once hijacked by 
unknown cyber criminals. The attackers succeeded by using a  script (malicious 
software) that tapped into the network backbone of the ISP and either diverted 
(redirected) or blocked incoming and outgoing traffic. This caused the  services 
of these banks to be interrupted for a number of days. This led to what we call a 
denial of service (DoS) attack. This type of attack is experienced quite often in IT 
systems or infrastructure. 
1. With this scenario as a background, research and identify at least five possible 
challenges that ISPs may encounter in their operations and how these 
challenges can be mitigated?
2. Identify at least five potential impacts on customers related to the case study 
above. 
Activity 3.12
Pair with a friend to research and analyse current policies and regulations related 
to ISPs in Ghana. Explore the implications of these policies on:
a. Competition
b. Consumer rights
c. Privacy
Create a word-processed report of your findings.
Activity 3.13
Add the following terms to your Glossary created earlier in this section:
a. ISP
b. Bandwidth
c. Broadband"
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 30,"29
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
Use the space below to reflect on the Activities above.  How did you find 
the activities? Include any notes that will help you to complete the tasks 
in the future."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 31,"30
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
REVIEW QUESTIONS
Read the scenario below and answer question 1 below.
Jason Napadam, a SHS first year learner of Accra Academy, visited his grandfather 
in a town called Torchedor in the Tatale Sanguli District in the Northern region 
of Ghana. On his third day of the visit, there was a cultural dance display called 
Kinachung by the Konkomba group of people.
He was so enthused by the display. He observed closely how the dancing steps 
were made with the rhythms from the drums and the songs sung. Special costumes 
were worn by both males and females. He took out his smartphone and captured 
some pictures and videos. Just like the picture below. 
Jason decided to share these beautiful pictures and videos with his classmates, 
Ayitey Annan and Obed Acheampong who live in Accra and Kumasi respectively. 
Jason’s friends, Esi Koomson and Salima Mohammed in Cape Coast requested 
that he also sends them these pictures and videos. They intend to post these 
videos on social media for monetary gains.
1. 
a. What application software on the phone did Jason use to capture the 
pictures and videos?
b. Through which social media platforms can he share his pictures and 
videos with his classmates and friends? Mention four.
c. Mention two internet services (Social media platforms) that Esi can upload 
these videos to make money.
2. Why are internet protocols important?"
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 32,"31
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
3. Describe two ways that a computer could get infected with a virus from being 
connected to the internet.
4. Evaluate the impact of cybersecurity threats on individuals and organisations 
using the internet.
5. Considering the terms internet and World Wide Web, do you see them to be the 
same? Justify your answer.
6. Prepare a presentation on the history of ISPs, including key milestones, 
technological advancements, and the evolution of internet connectivity over 
time. 
7. As individual or in group with colleagues (recommended), research how current 
or emerging technologies such as 5G, AI, IoT, net neutrality regulations, and 
the growth of fiber-optic networks impact services delivery of ISPs. Present 
your findings in typed form and show it to your teacher or ICT instructor for 
publication on your school’s notice board.
8. Critique the ethical implications of ISPs collecting and monetising user data 
without their consent.
9. Develop a plan to improve customer service and satisfaction for an ISP facing 
negative feedback."
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 33,"32
INTERNET EVOLUTION, ISPs AND THEIR FUNCTIONSSECTION 3
EXTENDED READING
• Internet Basics- What is the internet? https://edu.gcfglobal.org/en/internetbasics/what-is-
the-internet/1/
• Click on the link below to watch a video on the concept internet: https://www.youtube.
com/watch?v=G91s61R4qhs&pp=ygUQaW50ZXJuZXQgY29uY2VwdA%3D%3D
• Internet and its components: https://youtu.be/G91s61R4qhs
• What Broadband Costs and How to Afford It: https://www.investopedia.com/what-
broadband-costs-and-how-to-afford-it-5184821
• What is an internet service provider (ISP)?: https://www.verizon.com/about/blog/isp-
meaning
• net neutrality. https://www.techtarget.com/searchnetworking/definition/Net-neutrality
• Optical Fiber and 5G Networks: Allies in the Quest for Better Connectivity
• https://blog.internexa.com/en/benefits-of-optical-fiber-in-5g-networks
REFERENCES 
• Introduction to Networking: How the Internet Works” by Charles Severancehttps://books.
google.com/s?id=DNE6SAAACAAJ&dq=A+Beginner%27s+Guide+to+the+Internet%22+b
y+Philip+D.+Wilson&hl=en&newbks=1&newbks_redir=1&sa=X&ved=2ahUKEwi-p5vai_
mGAxVRQkEAHRqyB_EQ6AF6BAgMEAI
• “Learning Internet Basics” by Jobilize: https://edu.gcfglobal.org/en/internetbasics/what-is-the-
internet/1/
• Adjei, K. (2019) ICT FOR ALL 2nd Edition. Cee Dordor Publishing Enterprise
• Patel P. (2024) The Role of Internet Service Providers https://medium.com/@learning3601/the-
role-of-internet-service-providers-308a57e155db
• Dr Prem (2022) The Biggest Challenges that Internet Service Providers Face. https://ecofriend.
org/the-biggest-challenges-that-internet-service-providers-face/
• Yoo, C.S. and Lambert J. (2019) “5G and Net Neutrality”. https://scholarship.law.upenn.edu/
faculty_scholarship/2089"
Explain key concepts from ICT_LM_FINAL_SECTION_3-LV - Page 34,"Acknowledgements
List of Contributors
Name Institution
Felix Tenkorang Opare Accra Academy
Kwadjo Adjei SDA SHS Asokore Koforidua
Solomon Nam Padam Kadjebi Asato SHS
Abdul Rahim Mahmud Yeji SHS"
