question_text,answer_text
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 22,"22
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
5. Click on the box next to ‘Turn on Until Tomorrow’ to switch the blue light 
filter on; alternatively, set up a schedule by clicking the dropdown next to 
‘Schedule.’
Activity 5.11: How to Turn Down Blue Light on an iPad or iPhone.
To turn down blue light on an iPad or iPhone, follow these steps:
1. Open ‘Control Centre.’
2. Touch and hold the ‘Brightness’ control icon.
3. Tap the ‘Night Shift’ button to turn Night Shift on or off.
Or
1. Go to Settings > Display & Brightness > Night Shift.
2. On the same screen, you can schedule a time for Night Shift to turn on 
automatically and adjust colour temperature. See figure 5.12
Figure 5.11: Turning down blue light on an iPad or iPhone"
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 23,"23
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
Activity 5.12: How to Turn Down Blue Light on a Windows Computer.
To turn down blue light on Windows operating system, follow these steps:
1. Open the ‘Start menu.’
2. Click on the ‘Gear’ icon to bring up the ‘Setting’ menu.
3. Click on ‘System.’
4. Select ‘Display.’
5. Toggle the ‘Night Light’ Switch to ‘On.’
6. Click on ‘Night Light Setting’ to adjust the Blue Light level displayed or 
schedule a time for ‘Night Light’ to activate automatically.
Digital devices are important for many jobs and activities for both adults and 
children. However, using these devices for long periods or in the wrong way can 
lead to health problems. Computer screen blue light filters give some protection 
for your eyes, but it is not enough on its own. To better protect your eyes, you can 
wear blue light-blocking glasses or use glare-reducing lenses. You can also place 
a blue light filter panel in front of your monitor.
While technology makes life easier and helps us stay connected, it is important to 
find a balance and pay attention to how it affects your mental health.
Activity 5.13: Understanding Mental Health and the Role of Sleep
In this activity, you are going to identify common mental health disorders; how 
technology use and sleep quality can impact mental health, its effects on everyday 
life and academic performance.
Materials needed:
1. Digital devices (computer, tablet, or smartphone) with internet access.
2. Textbooks for research.
3. Pen and paper for reflection
Instructions:
1. In groups, discuss what mental health means.
2. Each group should write down their definition of mental health 
3. Each group chooses one of these mental health disorders [depression, 
anxiety, social media addiction, bipolar disorder, ADHD (Attention Deficit 
Hyperactivity Disorders) and research on it; taking into consideration the 
main symptoms, how it affects everyday life and how it is linked to technology.
4. Each group discusses how lack of sleep or poor sleep quality contributes to 
their chosen mental health disorder."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 24,"24
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
5. Each group discusses how lack of sleep can contribute to their behaviour and 
academic performance.
6. Each group should write down all their findings and present it to the whole 
class for better understanding.
Activity 5.14: Creating a Web Diagram.
In this activity, you are going to create a web diagram that links causes and 
preventive measures to the physical and mental health issues studied.
Materials Needed:
1. Paper and pens (or digital drawing tool if available).
2. Markers or coloured pencils for highlighting connections.
3. Reference notes from previous lessons on mental and physical health issues 
caused by technology.
Instructions:
1. Write “Physical and Mental Health Issues” as the heading in the centre of the 
page.
2. Branch out from the centre, creating circles for each health issue (e.g., “sleep 
disorders” , “Anxiety”).
3. For each issue, create additional branches identifying the causes. 
4. Use arrows to link the causes to the specific health problems they contribute 
to.
5. Add preventive measures to each branch. 
6. Use different coloured arrows or lines to show the connection between 
preventive actions and the health issues they can help reduce. 
7. Compare your web diagram with that of your colleagues and submit it to your 
class facilitator for a whole class discussion.
Activity 5.15: Research and Summary of Scientific Studies.
In this activity, you are going to explore how technology use affects sleep by 
researching two scientific studies, summarising their findings, and presenting 
your outcomes. 
Materials Needed:
• Computer with internet access.
• Smartphone or Tablet with internet access.
• Textbooks or library resources."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 25,"25
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
• Projector.
• Notebook and pen.
Instructions: 
1. Choose one of these scientific studies (Bedtime Use of Technology and Sleep 
Problems in Children and Screen Time and Sleep Disturbances Among 
Adolescents).
2. Open any web browser either on your computer, smartphone or tablet.
3. Type your chosen scientific studies topic in the search box of a search engine 
of your choice (e.g. Google).
4. Select a hyperlink to display the search result (if the displayed search result 
does not reflect a good understanding, go back and select another hyperlink).
5. Make relevant notes from the search results.
6. Write the summary of your findings, the summary should include: (the 
technology used in the study, the age group of participants, the main sleep 
issues identified, how technology use affects sleep patterns).
7. Present your findings to the whole class for further discussion and contributions 
from other colleague members.
Note: In the absence of digital devices and internet connectivity, use your textbooks 
or library resources to gather the relevant information needed for this activity. 
Trips And Falls
Causes and Preventive Measures of Trips and 
Falls and Electrocution and Fire Risks When Using 
Computers
Users of ICT systems as well as other persons within proximity are exposed to a variety 
of hazards. These hazards may result in instant physical injuries or long-term health 
effects or even death. Improperly secured electrical cables can lead to tripping by 
employees as well as clients at workstations. This could lead to injuries and removal 
of power cables from electrical sockets which could result in unexpected shutdown of 
equipment. Touching the positive and negative terminals of electrical cable can result 
in a short circuit which may blow the fuses or circuit breakers. It could also cause a fire. 
Many people have lost their lives through electrocution due to a short circuit of mains 
voltage. In the ensuing text, we would identify some of these risks, the causes, effects 
and the preventive measures."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 26,"26
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
Trips and Falls 
Trips and falls are two related hazards that people are exposed to in environments where 
electrical (including signal) cables and electronic devices are installed. You would 
recognise that the use of computing equipment often involves sedentary (sitting), but 
tasks, cables, cords and other obstacles can create hazards that lead to trips, slips and 
falls. Trips occur when your foot collides (strikes, hits) with an object, causing you to 
lose balance and eventually fall. 
Trips and falls can cause injuries, including musculoskeletal injuries, cuts, bruises, 
fractures and dislocations. Sometimes, it may lead to serious injury or even death, 
especially when the head hits against the ground. 
Figure 5.12: Trip and Fall 
Causes of Trips and Falls
There are various causes of trip and fall incidents in the working space and even at 
homes. The following are the well-known ones:
• Cables and cords:  The presence of cables and cords running across floors 
or walkways is one of the main contributors to trips and falls in computing 
environments. These cables could be power cords, network cables and peripheral 
cables that connect devices to power outlets or other equipment. 
Figure 5.13: Cables and Cords running across floors"
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 27,"27
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
• Poorly organised workspaces:  Workspaces that are disorganised and cluttered 
can make trips and falls more likely since obstacles may be difficult to see and 
restriction of movement. This can contain miscellaneous documents, user manuals 
for equipment, and other things that gather on desks or floors. 
• Uneven surfaces:  Particularly in locations where ICT equipment is placed or 
accessed, uneven flooring or transitions between different flooring materials might 
present a tripping hazard.
• Inadequate lighting: Inadequate lighting increases the chances of trips and falls 
because it makes it hard to see obstacles and hazards in your path. Imagine walking 
through a computing environment at night without turning on the lights. You 
might trip over cables or bump into desks because you cannot see where you are 
going.
Preventive Measures for Trips and Falls 
There is the need to adopt appropriate measures to prevent or mitigate the occurrences 
of trip and fall incidents at a workplace or residence. Here are some of the recommended 
ones:
• Managing cables: Reducing trip and fall dangers related to cables and cords requires 
proper cable layout and management. To keep wires from creating trip hazards, this 
entails securely routing them along walls or floors and fastening them with cable 
ties or clips. Make sure the area is free of any trailing wires that could trip someone.
• Organising workspace: Maintenance of clean and organised workspaces help 
minimise clutter and lower trip and fall incidents. Keep walkways clear of obstacles, 
store equipment and supplies properly, and have any spills or refuse promptly 
cleared. Keep bags and other obstacles saved out of the way to avoid tripping over 
by people.
• Floor maintenance: Regularly inspecting and maintaining floor surfaces are crucial 
for identification and addressing of potential tripping hazards. Surfaces that are 
uneven should be repaired; damaged flooring materials should be replaced, 
particularly in high-traffic areas.
• Adequate lighting: The risk of trips and falls can be reduced by adequately lighting 
work areas to enhance visibility.
ELECTROCUTION AND FIRE
Electrocution is a serious injury or fatality caused by electric shock. It can happen 
through direct contact with electrical sources, especially when combined with water or 
faulty equipment. Electrocution risks associated with the use of computing equipment 
pose a definite threat to physical safety, hence should not be ignored."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 28,"28
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
Aside from faulty computer equipment as a reason for an electric fire in an office or 
building, there are several other electrical related causes of fire at workplaces and 
homes. 
For instance, a fire erupted in the Kumasi Central Market in 2023, destroying several 
stalls. The cause was linked to electrical faults from poor cabling in some shops. This 
incident from 2023 illustrates the ongoing issues related to improper electrical cabling 
at workplaces and homes in Ghana. A fire can have devastating effects such as damage, 
disruption, costly repairs and sometimes, burns and loss of life.
Causes of Electrocution and Fire Risks
There are various factors that can spark up electrocution and fire outbreaks in an 
electronic environment. The prominent ones are outlined as follows:
• Improper installation:  This includes exposed wires and worn-out cords. 
Improperly installed or damaged electrical wiring can cause electrocution and fire 
outbreak. 
• Faulty equipment: Fire can be caused by malfunctioning or faulty ICT equipment 
such as computers, monitors, printers, and peripherals. Faulty wiring or equipment 
can produce sparks when electricity flows through damaged components. A 
malfunction can lead to excessive heat buildup, which can ignite surrounding 
materials and lead to a fire.
• Water: Operating electrical equipment under wet conditions increases the risk 
of electrocution. Water is a conductor of electricity and can facilitate the flow of 
electric current through the body.
• Overloaded circuits : Overloading electrical circuits with too many devices or 
appliances can lead to overheating and potential spark of electrical fires. This may 
lead to burns, suffocation, and possibly death.
• Covering air vents on a computer: This can block airflow, leading to overheating 
and potential damage.
Figure 5.14: Overloaded and Faulty Sockets 
Preventive Measures for Electrocution and Fire Risks 
It is crucial to put in place measures (systems) to forestall the occurrences of electrocution 
and fire outbreaks in the workplace and home to protect lives and properties."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 29,"29
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
Figure 5.15: Residual Circuit Devices (RCDs)
Here are the most common measures that can be adopted to mitigate electrocution and 
fire:
• Proper Wiring: Proper wiring involves using quality materials, correct installation, 
good insulation, avoiding overloaded circuits, using circuit breakers, and regular 
inspections. These practices help prevent electrocution and fires, keeping you and 
your home safe.
• Safety Training: Electrical safety training is essential for raising awareness to 
help recognise and respond to electrocution hazards on time and effectively.
• Circuit Interrupters: Surge protectors, circuit interrupters and uninterruptible 
power supplies (UPS) can be used to help protect users and equipment from 
incidences of power surges such as electric shocks and fire outbreaks. It can also 
prevent data loss or damage due to unexpected electrical failures.
Other Measures
Besides the above-mentioned measures, user can also adopt the following practices to 
mitigate the likelihood of electrocution and fire incidents involving electrical systems:
• Do not overload your electrical sockets.
• Conduct a safety test for electrical equipment at least once a year.
• Fire extinguishers, including carbon dioxide or dry powder types, should be placed 
at vantage points for in readiness for electrical fires.
• Fire exits should be clearly marked out, and free from clutter.
• Drink should not be consumed near electrical equipment since spillages could 
result in short circuiting in the electrical components.
• Leave adequate space on all vented sides of the computer to permit the required 
airflow for proper ventilation.
• Secure all signal and electrical cables in trunks or elevated positions beyond reach 
of passersby.
• Protect all sockets from being soaked with water and other fluids.
• Wear safety clothes where necessary."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 30,"30
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
NOTE: Figure 5.16 below shows a summary of some safety tips regarding installations 
and uses of electrical and electronic systems or devices: 
Figure 5.16: Some Safety Advice
Activity 5.16: A Field Trip to an IT Firm Or Electricity Company
In this activity, your teacher will arrange for you to embark on a field trip to 
a nearest IT firm or Electricity company to observe and interview the relevant 
personnel with respect to the hazards posed to workers as well as customers due 
to the placement or layout of electrical cables, usage of electrical devices, as well 
as how they control or mitigate these hazards. 
If your teacher is unable to arrange for you to visit an office, then please watch 
the following YouTube video and complete the activity.
Video - This Epic Studio Tour Almost Killed Me!! (youtube.com)
On return,
1. Write your observations from the trip
2. Discuss your written observations with peers
3. After peer discussion, use MS Word to produce a writeup on:
4. Causes, effects and prevention or mitigation of Electrocution and fire. 
5. Causes, effects and prevention or mitigation of Trip and fall
6. Present your findings to the class for verification by your facilitator"
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 31,"31
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
7. Compare and contrast your individual findings and finally produce a single 
document for publication on the school’s notice board
NOTE: Use the Internet for further information where necessary
Activity 5.17: Creating a Concept Map on the Topic “Ensuring Physical 
Safety when Using Digital Devices” , Using Graphics (Images).
Use pictures or sketches illustrating the Dos and Don’ts that ensure safety in an 
office, lab or home and create a concept map from it. Checkmarks should be put 
on the Dos while the Don’ts are crossed out. The pictures or sketches should be 
arranged or connected to a circular centre labelled, “Ensuring Physical Safety 
when Using Digital Devices” . 
Instructions:
1. You may sketch your personal images or search the Internet for relevant 
pictures depicting the given factors.
2. Assuming you are using the Internet, do the following: 
i. With your device connected, open the home page of a search engine 
provider of your choice (e.g. Google.com) in your browser and search for 
related images by typing a given “Dos” or “Don’ts” in the search box and 
press enter. 
ii. Following the hyperlinks to locate the most appropriate image and 
download it for use in your concept map.
iii. Repeat the process until you obtain the matching images for all your 
points. 
iv. You may use MS Paint, Visio, Publisher, or Word to create your concept 
map.
NOTE: Your concept map should look like the sample shown in Figure 5.15
Figure 5.17: Concept Map of Dos and Don’ts in Electrical Environment"
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 32,"32
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
Activity 5.18: Creating a poster of dos and don’ts to prevent trip and fall 
and electrocution and fire risks in the school lab or home.
In this activity you are to create a poster highlighting the Dos and Don’ts as a 
guide to prevent trip and fall and electrocution and fire risks in the school lab 
or home. Initially, you are to create individual posters. After that you compare 
your outputs, looking out for similarities and differences, and eventually create 
one document using MS Word for posting in the school lab and other relevant 
locations within the school. 
Materials needed: A4 papers (for drafting of writeup), and a computer with 
MS word or any suitable application installed (for digitisation of the paper-based 
draft). 
Steps:
1. Write the dos and don’ts to prevent trip and fall and electrocution and fire 
risks.
2. Use MS Word or any suitable application to design your poster with the written 
notes in step 1 (Your poster should have “Key Electrical Safety Tips” as the 
title. )
3. Compare your output with that of your peers looking out for similarities and 
differences with the Dos and Don’ts stated in their posters.
4. Make necessary corrections in your work after comparison if any.
5. Create a master or single poster from your individual ones and post it in the 
school lab and other relevant locations within the school. 
6. Add your individual posters to your portfolios, after verification by your ICT 
facilitator. 
Activity 5.19: Reflective Exercise on Trip and Fall Risks and Electrocution 
and Fire Risks
In this activity, you are to reflect individually on what you have studied so far 
with respect to trip and fall risks and electrocution and fire risks. 
Instructions:
a. Write down five facts that you have learned about physical safety issues in ICT 
environments over the past four weeks.
b. Present to the rest of the class or group members the advice you would offer 
to the general public based on what you have learnt, given the opportunity"
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 33,"33
Review Questions
1. Imagine you need to set up a perfect workspace for someone who uses a 
computer a lot. How would you arrange the desk, chair, and computer to help 
prevent RSI? Describe each part of your design and explain how it helps avoid 
RSI.
2. Create an action plan for a company with many employees experiencing 
musculoskeletal problems from computer use. Your plan should include steps 
for;
a. improving workspace ergonomics, training employees and checking how 
well your plan is working. 
b. how each part of your plan will help prevent these problems.
c. how you will measure if the plan is successful.
3. Describe the ergonomic setup shown in Figure 5.2. The first element has been 
completed for you.
Figure 5.18: Ergonomic Setup
4. If you were a health educator, what things would you need to consider to 
design a workshop programme for students to raise awareness about the 
following computer-related health conditions – eye strain, headaches and 
vertigo.
5. Develop an educational flyer that can be used to promote healthy computer 
habits and prevent headaches, migraines and vertigo in computer users. Use 
computer software for your design. 
6. Design a guide for what an ergonomic workstation setup that addresses eye 
strain would look like."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 34,"34
7. Millicent is a 35-year-old office worker who suffers from eye strain and RSI. 
Discuss the long- term effects that these conditions may have on her overall 
health.
8. Your friend confides in you that they struggle to fall asleep and often spend 
hours late at night scrolling through social media on their phone. They also 
mention feeling particularly anxious and not sleeping well. How would you 
offer advice and support to help your friend through this situation? 
9. How does stress from using computers contribute to the development of 
depression and anxiety? Explain the connections between computer use, 
stress, and these mental health issues.
10. How can exposure to blue light affect the quality of your sleep? Discuss the 
mechanisms through which blue light influences sleep patterns and overall 
sleep quality.
11. Study Figure 5.19 carefully
a. Identify any hazards that you see
b. Explain the possible accidents or health issues that could result from these 
hazards. 
Figure 5.19: A typical ICT office setting. 
12. Use MS word to design a risk assessment form for classrooms in your school 
and complete the designed form for your classroom (lab).
13. The Figure 5.20 shows five types of fire extinguishers in terms of substances 
used. Tick the corresponding box at the bottom for fire extinguisher(s) that 
would be suitable for use with an electrical fire outbreak."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 35,"35
Figure 5.20: Types of Fire Extinguishers.
14. Identify the health and safety hazard posed by the Figure 5.21 below and 
describe the possible result of this hazard.
Figure 5.21: Faulty Electrical Cable"
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 36,"36
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
Extended reading 
1. Note: Read more on https://www.verywellhealth.com/is-working-at-my-com  
2. An interesting article entitled ‘Gamers at risk of irreversible hearing loss and tinnitus, 
study suggests’ can be found at: https://www.bbc.co.uk/news/technology-68004968. 
3. https://www.betterhealth.vic.gov.au/health/healthy 
4. What the Science Says about: Children’s Digital Media Use, Depression and Anxiety - 
https://www.youtube.com/watch?v=6T0ditpA3Sg
5. Create your own quiz on what you have studied in this section: https://kahoot.com or 
https://quizlet.com 
6. Thiele T. and Campbell L. (2021) Why You Should Avoid Using Plug Adapters. https://
www.thespruce.com/why-not-to-use-plug-adapters-1152432 
7. https://www.betterhealth.vic.gov.au/health/healthyliving/computer-related-injuries 
References 
1. O’ Leary, T. J., & O’ Leary L. I. (2017). Computing Essentials, 26th edition. New York: 
McGraw Hill.
2. Wempen, F. (2014) Computing Fundamentals: Introduction to Computers. New York: 
Wiley.
3. Rajaraman, V . (2018). Introduction to Information Technology. PHI Learning Pvt. Ltd.
4. Vermaat, M., E., Sebok, S., L., & Freund, S., M. (2014). Discovering Computers: Technology 
in a World of Computers, Mobile Devices, and the Internet, Course Technology, Cengage 
Learning
5. Image Address (figure 5.12): https://www.lifewire.com/thmb/nrB-3fo-
ny05FQTFoLdYEjr1VG0=/750x0/filters:no_upscale():max_bytes(150000):strip_
icc():format(webp)/A3-TurnOffBlueLightoniPhone-annotated-0bfb85a0f17d4ef5a0380640946
a6cac.jpg
6. O’ Leary, T. J., & O’ Leary L. I. (2017). Computing Essentials, 26th edition. New York: 
McGraw Hill.
7. Wempen, F. (2014) Computing Fundamentals: Introduction to Computers. New York: 
Wiley.
8. Rajaraman, V . (2018). Introduction to Information Technology. PHI Learning Pvt. Ltd.
9. Vermaat, M., E., Sebok, S., L., & Freund, S., M. (2014). Discovering Computers: Technology 
in a World of Computers, Mobile Devices, and the Internet, Course Technology, Cengage 
Learning
Glossary
1. Screen-time: It refers to time spent looking at computing devices
2. Ergonomic: refers to designing things like workspaces, tools, and furniture to make them 
comfortable and easy to use.
3. Musculoskeletal: Refers to the parts of the body that help you move and stay upright, 
including muscles, bones, and the connections between them.
4. Strain: refers to the physical stress or pressure put on your muscles, tendons, or other parts 
of your body."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 37,"37
PHYSICAL SAFETY HARZARDS IN THE USE OF COMPUTERS- CAUSES AND PREVENTIVE MEASURESSECTION5
5. Ambient lighting: is the general, overall light in a room or space. It’s the soft, even light 
that helps to create a comfortable environment without any harsh shadows or bright spots.
6. Anti—glare: refers to a coating or feature that reduces the amount of light reflecting off a 
surface, like a screen or glasses, so it’s easier to see and less straining on the eyes.
7. Cybersickness: is when you feel dizzy, nauseous, or unwell after spending a lot of time on 
screens or using virtual reality.
8. Ergonomic: means designed to be comfortable and efficient for people to use. For 
example, an ergonomic chair is made to support your body properly and reduce strain 
while you sit.
9. Headache: is when you feel pain or discomfort in your head or neck. It can feel like a dull 
ache or a sharp pain, and it might make it hard to focus or do things.
10. Flicking: means making a quick, sharp movement with your finger or hand, often to get 
something to move or change direction. For example, flicking a light switch turns the light 
on or off with a quick motion.
11. Optimise: means to make something as effective or efficient as possible. For example, if 
you optimise a process, you adjust it to get the best results with the least amount of effort 
or resources.
12. Vertigo: is a feeling of spinning or dizziness, as if you or your surroundings are moving 
when they are not. It’s often caused by problems with the inner ear or the brain.
13. Insomnia: Trouble falling or staying asleep.
14. Depression: Ongoing feelings of sadness and lack of interest.
15. Anxiety: Excessive worry or fear.
16. Melatonin: A hormone that regulates sleep.
17. Cyberbullying: Online harassment or bullying.
18. Exacerbate: Make something worse, especially a problem or negative situation.
19. Electrocution: Electrocution is death or severe injury due to electric shock from electric 
current passing through the body
20. Residual Circuit Device (RCD): Residual current device (RCD), is a life-saving device 
which is designed to prevent you from getting a fatal electric shock if you touch something 
live, such as a bare wire. It can also provide some protection against electrical fires."
Explain key concepts from ICT_LM_FINAL_SECTION_5-LV - Page 38,"Acknowledgements
List of Contributors
Name Institution
Felix Tenkorang Opare Accra Academy 
Kwadjo Adjei SDA SHS Asokore Koforidua 
Millicent Heduvor Awaso STEM SHS
Abdul Rahim Mahmud Yeji SHS"
